Path	Size	SHA-256	File classification	R07 ownership status	Review status	Finding or handoff IDs	Notes
CHANGELOG.md	83889	3709b4aef1c7f8333b5c0afdf77da50bd9ee70de0867b8cf2deff18f3603aa48	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
PROJECT_STATUS.md	8042	1b08809e477a4fd233464cea1388cede73ac6b9c05c06c15eea960c698004449	DOCUMENTATION	R07_MATERIAL_CALLER	TRACED_FOR_HANDOFF		Material caller or shared contract traced to establish R07 behavior or handoff.
README.md	13807	b0312d4abfa03fad81c6e69ab66c7024647816e305db2c99724c83dacd8f79a4	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
SOURCE_MANIFEST.json	111888	d9ea618c19fac733cf070c7e9b811ace8a1a0d637680b0b9f8233be5879aba6a	JSON_DATA_OR_CONFIG	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
STARTER_PACK.md	3378	1b3bfa906108ee97110c28db61b9c4259f375fbf83d9f28cff3d489c833ef111	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/index.html	325	af5fe0ede1db4d5d1dbb7a33cb083637717c222c68ccfab9a1df3d55ac5da45b	OTHER	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/package.json	752	6c5197409d203246bb187e69d6fcd10319d2de29ceca44284458c37ba88b8bb6	JSON_DATA_OR_CONFIG	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/api/client.ts	63297	8b9ba5b322e4b3333925b8b1ee2aa4d12b2db1693ae32cac2eafb7a94fc1bb97	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/api/contracts.ts	4424	11c9bcc7cacad4505c7d24f5e66c819723bc9165b1b65c96271b449df2bc3417	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/api/mock-data.ts	27728	17fe530d64bbae547a9098d520cb0949bac168d22b3a38e705a53e8afb4c1f7c	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/api/models.ts	34603	3b08b0fe2d3559cc1e51bf3f570ea43b3b3c4379234ceaec33abe7d9c1c034c3	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/app/data-mode.ts	2862	0653ee8bd4681fa019f643bda056b360e766e7227d52a3a82582bc60b23e7af3	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/app/page-chrome.ts	4960	9572a4053861cf29280cf411c6a54b0b637e4d144cbc9c9e40043cb36137e0f4	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/app/process-contract.ts	2672	05fff3436bf4c461b5cc934eed9fe50380f56890222049d10cbb61806a463187	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/app/router.tsx	1186	3be4c086ff9898a0a204f064563277712077ada5eff621644ba55aed9d892b92	OTHER	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/app/shell.tsx	22536	ca853137503ad688e08f287170378fc4ab2aea368d618863037e5f4b5f746189	OTHER	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/app/url-state.ts	2236	1507612e1a16f75868d8579401ece2d7df44005eff78ae8000a4e547d4e7cae4	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/index.ts	2186	bd900fbc3f1470aba84043cdd354d73f3d6507553661e39bb029414bf1261f8f	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/main.tsx	708	eee8f4d6f3d9bfd028a2fd1ae52c58a3439919f08ed004b10c2bc144450de075	OTHER	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/styles/app.css	7247	1c73c7a7734f56267d532581719d51e91e081034cff3f8f836b3621ebf912ab5	OTHER	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/styles/tokens.css	717	a7b1c813bf3b0350dd7ac0bd516eb6c16e2d534c94d8419e1074c68edddcd98e	OTHER	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/types/css.d.ts	24	da5bf71d48cf909584a01c80b445f730507068f5b34c920f352e2bfcf0315e4c	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/src/types/import-meta.d.ts	137	6a643cefd551bc6af93c5d0a1ae5c819e5ed8e5d6c2fd71c44a2574ac666d555	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/tsconfig.json	280	08d14185e9ef726ff624d50ad3acbfa4b833bbbf68d1977f809639b23545440b	JSON_DATA_OR_CONFIG	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
apps/web/vite.config.ts	1310	e301880118cb5b78f7996a7478bdb4fab617ab85873fcea19a99ae3029364a5b	SOURCE_TYPESCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
automation.config.sh	5189	67b4bc779c586d5318ce66bc5e35dd1e0b643ebb6cc5b85c2f21082a97e74ead	SHELL_SCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
backlog/README.md	2762	729c0577280eac3343aa2bb20afcb094c7c5722458c9363482dcf46952319288	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
backlog/bws_b1_cross_venue_implementation.csv	3218	edc4efcfba09c8623d6f62a90f506471970b851bb8e094ee367225a35d389bf5	TABULAR_AUTHORITY	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
backlog/bws_b1_cross_venue_map.csv	3331	551a63bca5d80b43a1b242d7cedffeac652de0e61099305d505a48a125e4b17e	TABULAR_AUTHORITY	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
backlog/bws_full_implementation.csv	11239	bc7380bc47db8aedace602eea5b8556d3afa28582f6e471d5d4353ccd73a4425	TABULAR_AUTHORITY	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
backlog/bws_remaining_safe_local_map.csv	5112	78d69e5a7ceadfb9e7dec9e296a9dd658c7586668421552fc4cfea8e6e425246	TABULAR_AUTHORITY	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
check_progress.sh	4262	26bb85d1ff30c852af5370c158ff00c62b6e87a54a11f870983273b7a0cb6cdb	SHELL_SCRIPT	R07_PRIMARY	DEEP_TRACED	BWS120-R07-019	Owned production/test/authority path traced to symbols and consumers.
cleanup_automation_artifact_residue.sh	4128	9f949c69c1b1bafd865d6c75c814a7ba3ed4faffc51cf0b3702bda358cd9c43a	SHELL_SCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
cleanup_automation_temp_inode_residue.sh	4977	f0cb436ad5f0b49f7c9b55d059f93f7751183ef8bb8e8eb32d855062dc708d4f	SHELL_SCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
cli.js	5323	acd4aa4ba64dbcacbc891ffe1af22699d9a240f16d3411ac3ea6998048d63349	OTHER	R07_MATERIAL_CALLER	TRACED_FOR_HANDOFF		Material caller or shared contract traced to establish R07 behavior or handoff.
commands/run-pinned-interface-smoke.sh	1930	38531aa3ca33ad2e034af1de3628c349f1836eaf322411228fa65b791c46c85d	SHELL_SCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
commands/run-sure-001-autonomous.sh	307	9d72647327173d1c7fc7e6ee3da9ea62555fbee6368de4ef8389250c7f5333f2	SHELL_SCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
commands/run-sure-local-engine-autonomous.sh	307	9d72647327173d1c7fc7e6ee3da9ea62555fbee6368de4ef8389250c7f5333f2	SHELL_SCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
commands/run-sure-paper-mode-autonomous.sh	506	7ede53128d16aba34662fa3d136626b53950934a1eb468da1478f124943495e5	SHELL_SCRIPT	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
config/betting-win.upstream-baseline.json	2160	34eadb2cbf27e416d44e205229f6328c8e48ad83edaabd3aad7772e2988e2a1f	JSON_DATA_OR_CONFIG	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
config/bws.private.env.template	2335	23a839551763514d6357a919d062662f32ac08fa4cbf10eafb23d7375709d1f2	OTHER	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
database/migrations/surebet/001_create_upstream_locks_and_import_runs.sql	2004	9e42a36b06adc858c25e72c4fd6ab41500cdfdcbbb3e0a7ae556efd2ec771584	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/002_create_pinned_strategy_exports.sql	1503	ade03b500f36cfc1bd1b85aaa551db6945918e25a64f6934b3d85f6eec245e3d	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/003_create_strategy_ledger_entries.sql	2530	b3a7695bfba8fedaa0bb3fccefdde9ae11d893e63a67b493647f0818ce507071	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/004_create_worker_jobs.sql	5389	9756445dbfbdac6226413098d1253527578d9420543287842c30d034df162b9c	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/005_create_upstream_export_convergence_checkpoints.sql	2040	8d3c09c06b61e4fb1774879c51467381b70bbe6f46c86c660345c63667089e3c	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/006_create_upstream_api_convergence_checkpoints.sql	1652	3d5ac1c0f2d89aac08acb057668b87b2e9116f274ff78020568dc82522f270f7	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/007_create_private_paper_runtime_scheduler_checkpoints.sql	1181	b0ec918132e247f3265145787e3bf9b30320ae2c415937c0578d373e5ec8be57	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/008_create_b1_upstream_convergence_checkpoints.sql	1265	33a2287c537afe1aa2a666b14365fa3a3247900d41d4303116fdcecd04b54672	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/009_create_b1_backtest_runs.sql	1575	c5b9b66325ca16346c48176236b73dea7fd79f51b5b18aba8ae73d33d7ad12ea	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/010_create_b1_candidate_snapshots.sql	832	83da55cee8bc46ca6f47b8584aaa81c08794a268f5147fc9bef320201a79b78a	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/011_create_b1_simulation_results.sql	826	3e748cb212558268e675df42f809ce9e3cd29b8527a83fd9c00c5897341d15fa	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
database/migrations/surebet/012_create_b1_private_observation_cycles.sql	1529	5c4858bb130178460e45226677c6cc74610628badeca3632425c0a0838a474a6	OTHER	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
decisions/ADR-0001-repo-boundary-and-no-provider-connections.md	1090	9ccc0e1d2c54d4f0dc073e77fd8a5f6ba242d4563f29a4b23bf847d273ef5552	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
decisions/ADR-0002-first-lane-polymarket-standard-binary-complete-set.md	944	6e0bbc42fabbe634a68b2f12b38fdc5a3f77dc3caecbf6a03776fb0cf6028e04	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
decisions/ADR-0003-paper-only-no-execution.md	554	f0140aa5352c765a7a30d0154fcb69dfd3f15e38bde7b7e840351cde7400b1b1	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
decisions/ADR-0004-three-repo-surebet-strategy-execution-boundary.md	1158	cd8d43b0fd4eae4305409027543f75ed078e191735313c3c88db79a4dbe29105	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
decisions/ADR-0005-bws-built-on-betting-win-platform.md	2587	6d5380a3f15b709cdc910697012ea9b7fa566661738442391ebf65b90a43bec7	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
decisions/ADR-0006-full-stack-runtime-and-automation-boundary.md	1646	5040c799b18b142213d244c0b9aeb6cd75ec1d6ea9610bee0a089837d1f3a1f6	DOCUMENTATION	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
deployment/systemd-user/bws-operator.service.template	807	ea4b7762d1c747f25f2cd9a779ef05e44ea25a2c026363461f85fe6608d64b4c	OTHER	INVENTORIED_NOT_OWNED	INVENTORIED_ONLY		Archive member hashed and accounted for; outside R07 substantive ownership.
docs/000_documentation_index.md	16894	ec4b7d3c4c85023e57575ef3b924b1d11fb9cf95b120dad2d1dbf47de4463667	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/001_scope_and_boundaries.md	2231	5bf60776a0f8e6f86b87893de7091206add67490a181ffc6148d6b08cabcda09	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/002_dependency_contract_with_betting_win.md	8163	bdba05055d9c507d4d4ba1901d1cb5d18a15e8359b6c84a4027a6eaadb87ec3b	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/003_surebet_family_decision.md	786	af886f0322dfeb1db6de87a66c0b7bf2b072f58f6d59e3bacb2ceb077a59b7c9	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/004_market_identity_and_rule_equivalence.md	676	ba5dc72b731d38ff4a6b473c25ad5c8bae36bd1fa4ec6631165891410e68819f	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/005_terminal_scenario_cashflow_model.md	602	f68e9cd24244eb45a9446dbb816c8b36ce272874000ee1c92fa83e539692a0c9	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/006_quote_depth_capacity_requirements.md	745	2d6359933e5baa47cd4dad99ad42327af1a29749f883c1d9da922c094a8a6934	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/007_stake_vector_solver_contract.md	600	018cedd21c82398ffbd3f1bdf3a828e7c3db94303e9b42fa642762c36acf26c5	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/008_leg_completion_and_residual_exposure.md	561	3f3f2d1c8151669b7b3c4eb80dd47bf48168db4c778ee9b9afedacc3ca2e7a6f	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/009_settlement_replay_contract.md	532	54550c8ec9245686709d0f4b3bc9570efb4ecf16fe52e03ca8e2fa7e3a88e2b4	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/010_paper_evaluation_and_kill_criteria.md	1486	79fc00c69fd122ff3cfcc62b08d1ac7a988404da4f5cba5b44b78f501f1a9e7a	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/011_validation_matrix.md	3859	3ac1f93e7e71b15e47644f945e081dbb58acaa8964bdb927963530e9b3445870	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/012_runbook.md	3219	c0cfe1e75e4dde78561dae7905411a1b308c3d9c760c735e88ee81c81fdec21c	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/013_autonomous_controller_status_contract.md	752	3d7d092bc341de96c488b5d1e74089d620b8ba4a2876d5fb323a2faec4954be2	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/016_pinned_betting_win_interface_readiness.md	1737	d1870f6e9a14ef562925be6112b858f4432a27395ffbae9dca3f221986d1b26c	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/018_private_paper_mode_runbook.md	3029	9888143cd7ef63f643d5f777399aa124ad71bdf0e01c443795804ff6b1c40b3a	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/019_three_repo_surebet_strategy_boundary.md	1420	a98901737d653d3d919634e04516ae9bfe9716dba6a37f941163baa34d80e38b	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/020_strategy_data_and_state_ownership.md	1226	6caf0e2e5b24ed69c06c574242cd8553a75d69222e6833248e795dc004ecac06	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/021_backtest_paper_live_mode_roadmap.md	1515	8b9d2075ac1c260b08729f924154a38a2dc2202b4b345f27969147a798e1a4e4	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/022_separate_account_policy.md	796	cea79886ead0711a5ef8a71bbbfe61df1277685666a42c142d5af24d0b95859c	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/026_betting_win_platform_baseline.md	2655	f54864ce72a2bab80b57ad55f16b2c0458237cbcd88d7abe43bf2f45d5bbcae6	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/027_bws_target_architecture.md	3086	a89439d9b50944e0c996572f9251f249b989d09e50fedf5fec673d876389fc50	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/028_full_implementation_program.md	3161	f98149c9e3a3e728b1a47a7c0a7c649095d5af55abbe68b2dae0d513f84b72db	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/029_full_implementation_task_ledger.md	2945	fa76de16b583d049f69564df66ed537ff6718bdf0848dd476e1889cc2a0430e1	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
docs/030_upstream_compatibility_and_pin_contract.md	3644	64bc6862ea9c66aeef74af2441f6f105260dd23a310c0a8ebd5a3a9d5de01297	DOCUMENTATION	CROSS_AREA_REFERENCE	INVENTORIED_AND_SCOPED		Classified and conservatively scoped; no new R07 root assigned.
